,Values,Positions,Last teams results,Last results between teams
0,2.2810188989317997,8,0.0,0
1,0.22857142857142856,-1,0.0,0
2,5.222976963969285,-8,0.0,0
3,2.0813767090994815,-17,0.0,0
4,1.9810340348142375,9,0.0,0
5,1.7946703728321953,1,0.0,0
6,1.1484429065743944,7,0.0,6
7,0.14673267326732672,-14,0.0,0
8,0.25106075216972035,-14,0.0,0
9,3.2597851112816576,19,0.0,0
10,0.1948087110064744,-11,0.0,0
11,0.7372448979591837,-5,0.0,0
12,1.0201868032539922,2,0.0,0
13,2.052968960863698,5,0.0,0
14,3.884836678294749,10,0.0,0
15,1.1396776669224866,9,1.0,0
16,0.2773054755043228,-11,0.0,0
17,0.5091703476089879,15,0.0,0
18,0.9381962114786542,11,0.0,0
19,2.6491803278688524,3,0.0,0
20,0.14306930693069306,-11,-2.0,0
21,1.3337966040244122,-3,-1.0,0
22,0.3570707070707071,5,2.0,0
23,0.7992325402916347,3,0.0,0
24,1.3225371120107963,15,1.0,0
25,2.7921117502054233,8,2.0,0
26,2.319344262295082,-3,-1.0,0
27,0.8623018965965186,11,2.0,6
28,1.2355907780979827,6,2.0,0
29,4.900177200236267,3,-2.0,0
30,1.1778425655976676,-2,0.0,0
31,4.802768166089965,2,2.0,0
32,0.8930400723109371,-12,-2.0,0
33,0.45955882352941174,-3,0.0,0
34,0.34407690132880975,-9,0.0,0
35,1.5153061224489797,-1,-0.5,0
36,0.22654502648616834,-10,0.0,0
37,0.7670004077379604,9,0.0,0
38,0.7945554061839831,1,0.0,0
39,2.4573314474304575,-17,-2.0,0
40,0.975033738191633,-5,-0.5,0
41,0.7431986531986532,-7,-1.0,0
42,0.3485620377978636,11,1.5,0
43,5.06497341996456,-1,0.5,0
44,1.0822551312029098,2,0.5,0
45,0.19405940594059407,-2,-1.0,0
46,0.6367996930161166,9,1.5,2
47,5.012991721554172,10,-1.0,0
48,1.274135446685879,8,1.0,0
49,2.2281967213114755,15,1.5,0
50,0.31412729026036645,-12,0.0,0
51,1.5964167845355963,-1,0.0,0
52,2.63840830449827,1,1.0,0
53,4.575726000090609,19,1.5,0
54,0.3496174220129488,-7,-0.5,0
55,0.2176420695504665,-10,-0.5,0
56,0.8443367346938776,-3,-2.0,0
57,0.35481049562682215,-7,0.5,0
58,0.7115421547916266,-12,0.0,0
59,4.181982524856885,-2,1.0,0
60,0.12783269045323048,-4,-0.6666666666666667,0
61,0.47493837304847986,-2,0.3333333333333333,0
62,3.848593304036606,18,2.0,0
63,0.647979797979798,-5,-0.5,0
64,0.8466836734693878,-6,-0.6666666666666667,4
65,1.5747175055894616,-3,-0.33333333333333326,0
66,0.8754950495049505,-2,-1.0,0
67,4.682860998650472,6,1.6666666666666667,0
68,2.2519196692262256,-5,0.0,0
69,0.24289212827988338,-5,0.33333333333333326,0
70,1.009417304296645,-5,0.0,0
71,0.6496546431312357,9,0.75,0
72,0.24962397512015833,-16,-2.0,0
73,5.248116393868537,12,1.3333333333333335,0
74,1.5604903347477606,-7,-1.0,0
75,5.741176470588235,16,0.6666666666666666,0
76,0.2824207492795389,-3,0.3333333333333333,0
77,0.38872131147540984,2,1.0,0
78,1.4259650470520453,-3,0.08333333333333337,0
79,1.8333835492618258,-7,0.0,0
80,1.7584345479082322,-1,1.0833333333333333,0
81,4.511479591836735,-1,-1.0,0
82,0.12483814008240142,-10,-0.5,0
83,5.96574128765505,6,0.25,0
84,0.9435962488107643,11,1.25,0
85,1.3318339100346022,2,1.25,0
86,0.5439276910435498,5,0.0,0
87,1.7896956914733353,-1,0.050000000000000044,0
88,0.5493515850144092,-10,0.75,0
89,0.9674635568513119,5,0.0,0
90,1.0239874638379942,1,0.0,0
91,4.19360686446311,10,1.0,0
92,0.8470069071373753,-4,0.09999999999999998,0
93,8.085808580858085,2,0.75,0
94,1.018446349701221,11,0.75,0
95,0.16430693069306931,-12,-0.75,0
96,0.16341532372066722,-15,-0.75,0
97,0.498989898989899,-2,0.25,0
98,0.7980327868852459,4,0.25,0
99,0.8128480891108124,-1,0.25,0
100,0.6325390304026294,-3,0.19999999999999996,0
101,0.6390479059957819,2,0.6,0
102,1.4413840830449827,10,0.9999999999999999,0
103,1.7542823390431188,-3,-0.19999999999999996,0
104,1.1166666666666667,-5,-0.19999999999999996,0
105,0.3039067055393586,-10,0.19999999999999996,0
106,3.758437910569474,17,1.2,0
107,1.4553314121037464,4,1.2000000000000002,0
108,1.0409064155385521,-2,-0.19999999999999996,0
109,1.9451530612244898,-10,-0.5999999999999999,0
110,0.8365477338476374,-3,0.3999999999999999,0
111,1.3625648279113625,-7,0.0,0
112,1.023022539126231,12,0.3999999999999999,0
113,0.5789639344262295,-5,0.19999999999999996,0
114,0.3012376237623762,-11,-1.0,0
115,2.887205387205387,8,0.6000000000000001,0
116,0.18767316935255868,-12,-0.6000000000000001,0
117,4.078644132898022,9,1.4,0
118,0.7521105141980046,9,0.30000000000000004,0
119,0.7700701480904131,6,0.6,0
120,0.8565324568611339,-6,-0.033333333333333326,0
121,1.146947259028319,-5,0.0,0
122,5.732118758434548,7,1.1666666666666665,0
123,1.0626530612244898,-3,0.0,0
124,1.1452595155709342,-6,-0.3333333333333333,0
125,4.999096113287135,13,0.8333333333333333,0
126,0.969748374328527,-2,0.0,0
127,0.779016393442623,2,0.3571428571428571,0
128,0.24394812680115274,-1,0.8333333333333333,0
129,0.105,-9,-0.6666666666666667,0
130,0.6714085081321071,11,1.1666666666666667,0
131,0.3667430086788814,-7,-0.4999999999999999,0
132,0.2307239552678046,-6,0.0,0
133,0.7967639715767236,-3,0.33333333333333337,4
134,0.8535144713526285,-6,-0.4999999999999999,0
135,6.544082979726544,7,1.5,0
136,5.343223155477673,16,0.5000000000000001,0
137,1.4629700690713738,2,0.5714285714285714,0
138,3.4006734006734005,9,1.0333333333333332,0
139,0.22443148688046646,-9,0.0,0
140,4.245486844632226,9,0.7142857142857144,0
141,0.1728279883381924,-5,0.0,0
142,3.595002357378595,1,0.7142857142857142,0
143,1.797105729474306,-3,-0.4285714285714286,0
144,1.1629101456281346,3,0.2857142857142857,0
145,0.23625843780135006,-1,-0.2857142857142857,0
146,0.7518234947673629,3,0.7142857142857142,0
147,0.8169511477339612,-2,0.8571428571428572,0
148,0.48653198653198654,-4,0.04761904761904767,0
149,3.8756715272448194,17,1.4821428571428572,0
150,0.2947130336443314,-16,-0.738095238095238,0
151,0.8637755102040816,1,-0.14285714285714302,0
152,1.5275432525951558,-4,0.1428571428571428,0
153,0.7155870445344129,-4,0.4285714285714285,0
154,0.997228080747213,-3,-0.14285714285714285,0
155,4.310730059755781,7,0.7142857142857144,0
156,0.6845686113393591,-6,0.1428571428571429,0
157,0.42795389048991356,-6,0.2857142857142857,0
158,2.2491803278688525,6,1.1428571428571428,0
159,0.8410891089108911,-1,0.0,0
160,0.8797090153286568,8,0.75,0
161,1.1261734693877552,-11,-0.25,0
162,0.11993214588634436,-9,-0.125,0
163,0.16385148514851486,-18,-1.375,0
164,0.5463081967213115,-6,0.375,0
165,0.9761709120788825,-3,0.0,0
166,5.8788927335640135,12,1.0,0
167,0.3755043227665706,-13,0.25,0
168,5.1672190418800845,13,1.0,0
169,5.597840755735493,7,0.75,0
170,1.3783808272550175,10,0.875,0
171,3.332053005569426,9,1.25,0
172,0.8753691671588896,-7,-0.25,0
173,2.977272727272727,8,0.6607142857142857,0
174,1.8481848184818481,3,0.5,0
175,0.7384881043745203,4,0.6666666666666667,0
176,1.2174541947926711,3,0.75,0
177,0.19535020600353148,-15,-0.375,-2
178,0.16851311953352768,-9,-0.5,0
179,2.303764577920116,10,0.75,0
180,0.8093294460641399,-1,0.4444444444444444,0
181,0.43115634718688156,-6,-0.11111111111111116,0
182,0.7561224489795918,-3,0.0,0
183,6.989619377162629,15,1.2222222222222223,0
184,2.8005657708628005,-1,0.34444444444444444,0
185,1.1596866526062066,2,0.33333333333333326,0
186,0.7497395007475196,-6,0.11111111111111116,0
187,1.2512003072786633,3,0.5555555555555556,0
188,0.20407425265188042,1,0.33333333333333326,0
189,0.3581518540317834,-6,-0.33333333333333326,0
190,2.7932659932659933,8,0.8194444444444444,0
191,0.554489639293937,-1,0.16666666666666663,0
192,5.966599190283401,9,0.8888888888888888,0
193,0.5510522213561965,3,0.6666666666666667,0
194,5.0177200236266986,5,0.5555555555555554,0
195,0.6442070665571077,-2,-0.33333333333333337,0
196,0.4352786885245902,-10,0.11111111111111116,-6
197,5.181581968699015,16,1.0,0
198,0.2062178217821782,-14,-1.2222222222222223,0
199,0.31805475504322767,-10,0.2222222222222222,0
200,1.4053981106612685,-3,0.19999999999999996,0
201,1.1843615928454891,10,0.5,0
202,0.37901639344262295,-9,0.0,0
203,4.594699922057678,10,1.0,0
204,0.6264028352037803,-4,-0.09999999999999987,0
205,2.818405916187346,4,0.5,0
206,2.8602693602693603,12,1.1444444444444444,0
207,0.21854455445544554,-15,-1.1,0
208,0.23912103746397695,-13,-0.09999999999999998,12
209,3.1834228702993093,12,0.9545454545454546,0
210,1.0256055363321799,2,0.5000000000000001,0
211,0.1974344023323615,-3,-0.10000000000000009,0
212,2.8689297501178688,3,0.4,0
213,0.9239965431150374,1,0.4,0
214,0.44879340788699235,-6,0.0,0
215,1.345535269333575,4,0.40909090909090906,0
216,0.19948167791706847,-15,-0.5000000000000001,0
217,1.5703525158180174,1,0.38888888888888884,0
218,5.153061224489796,9,0.9999999999999999,0
219,0.784845914616907,-4,0.30000000000000004,0
220,2.9063270336894003,5,0.6363636363636364,0
221,1.303780271707029,-7,-0.2727272727272728,0
222,0.4069455103607061,4,0.5075757575757575,0
223,1.2585654722339719,7,0.18181818181818188,0
224,0.6599326599326599,7,0.21818181818181825,0
225,1.119770580296896,-7,0.2727272727272728,6
226,2.176,4,0.8181818181818182,0
227,0.20821325648414984,-10,-0.09090909090909083,0
228,0.849009900990099,-3,-0.36363636363636376,0
229,4.4141335411795275,16,1.1818181818181819,0
230,0.16759966072943172,-12,-0.2727272727272727,0
231,3.1441127168939427,6,1.0,0
232,0.1992937021777516,-5,-0.2727272727272727,0
233,2.2973787285326908,10,0.7272727272727273,0
234,1.552295918367347,2,0.2727272727272726,0
235,1.8147100424328146,-4,0.36363636363636365,0
236,1.8034602076124568,2,0.36363636363636365,0
237,4.8492414057998845,14,1.1818181818181819,0
238,0.3580038572806172,-12,-0.3484848484848485,0
239,0.19299125364431488,-17,-0.8181818181818181,0
240,0.23845821325648414,-14,-0.16666666666666674,0
241,1.1806279164590223,2,0.41666666666666663,0
242,0.1236734693877551,-10,-0.25,0
243,6.119377162629758,9,0.8333333333333334,0
244,1.2530813475760065,-2,0.2500000000000001,0
245,1.2302421736562315,-7,-0.33333333333333326,0
246,2.0040485829959516,-2,0.34615384615384615,0
247,6.086170533293161,18,1.4166666666666667,0
248,0.9818877551020408,-7,0.25,0
249,0.9765744555620953,-3,0.08333333333333326,0
250,0.16762376237623763,-6,-0.75,0
251,0.7508443751623798,6,0.49999999999999994,0
252,0.5686876438986953,-3,0.3076923076923077,0
253,1.8384796664451024,11,0.5833333333333334,0
254,8.01037246581801,15,1.1666666666666667,0
255,0.5587542087542088,-2,0.2803030303030303,4
256,1.8203278688524591,3,1.0833333333333335,0
257,1.0597753024774341,1,0.33333333333333337,0
258,1.0336306653809064,2,0.4166666666666665,0
259,0.2216567712750919,-7,-0.5833333333333334,0
260,1.1953890489913546,1,0.7692307692307693,0
261,1.727223304489648,4,0.6153846153846154,0
262,1.298582995951417,-5,0.46153846153846156,0
263,0.9774955699940934,-10,-0.3076923076923076,0
264,1.329591836734694,-1,0.23076923076923073,0
265,3.3196384552177487,7,1.076923076923077,0
266,0.7339100346020762,-10,0.15384615384615385,0
267,0.2451795173631548,-14,-0.5384615384615384,0
268,0.34635568513119536,-12,-0.4505494505494506,0
269,5.328412172341067,16,0.923076923076923,0
270,1.5809301117173291,11,0.7692307692307692,0
271,0.6937776070674092,3,0.3076923076923077,0
272,0.8955223880597015,2,0.46153846153846145,0
273,0.57003367003367,11,0.25,0
274,3.29048349961627,9,0.8956043956043956,0
275,1.564827911362565,-3,0.3846153846153846,0
276,0.5140983606557377,-2,0.3846153846153847,0
277,0.26606798457087755,-10,-0.15384615384615374,0
278,0.9607011591744417,2,0.3846153846153846,0
279,0.6871287128712872,-5,0.0,0
280,0.44406557377049183,2,0.5,0
281,2.105536332179931,3,0.4285714285714285,0
282,1.5432579890880749,3,0.3714285714285715,0
283,0.6350345356868764,-5,0.2571428571428571,0
284,7.822725129655823,10,1.0,0
285,1.1810786381440193,10,0.5714285714285714,0
286,4.1170539658152485,12,0.8571428571428571,0
287,0.21354466858789625,-6,0.4285714285714285,0
288,1.1422109132032796,4,0.7142857142857144,0
289,0.2598351971748087,-15,-0.2857142857142856,0
290,0.99067055393586,1,0.357142857142857,0
291,2.5725371120107963,-1,0.7142857142857144,0
292,0.6408242189860415,-2,0.4285714285714286,0
293,0.7012794612794613,1,0.08791208791208782,0
294,0.5454396055875103,-12,0.0,-12
295,1.5392793857058475,-7,0.07692307692307687,0
296,4.006025460970417,13,0.8571428571428572,0
297,3.5408163265306123,3,0.8571428571428571,0
298,0.17418032786885246,-8,-0.2142857142857142,0
299,0.19054455445544555,-18,-0.7142857142857142,0
300,0.8707442000602591,8,0.5333333333333333,0
301,0.4804512300095139,3,0.4666666666666667,0
302,0.5047868852459017,-10,0.4666666666666667,0
303,4.375,6,0.9333333333333335,0
304,0.1914616906983319,-2,-0.06666666666666665,0
305,0.5572053872053873,3,0.21904761904761905,0
306,0.4384005763688761,-2,0.4666666666666667,0
307,6.815114709851552,10,1.4,0
308,3.98309967351642,10,0.9333333333333335,0
309,0.3067686874632137,-14,-0.2666666666666666,0
310,0.25741107871720115,-14,-0.3999999999999999,0
311,0.48709942481511914,-5,0.33333333333333326,0
312,5.133240679195118,13,1.1333333333333333,0
313,1.963979255068364,4,0.4,0
314,0.8774410774410775,-2,0.19999999999999996,0
315,1.356401384083045,-1,0.33333333333333337,0
316,0.9802126402835204,-12,-0.33333333333333337,0
317,0.3774752475247525,-8,-0.40000000000000013,0
318,3.606131462717589,13,1.1333333333333333,0
319,1.0658751205400192,-2,0.19999999999999996,0
320,0.4446064139941691,-5,-0.0625,0
321,0.6546459475377158,8,0.375,0
322,1.3974540311173975,4,0.625,0
323,1.4607739581332821,5,0.5625,0
324,0.23197926711668274,-16,-0.4375,0
325,1.1577082102776137,-3,-0.0625,0
326,1.0027796241464741,-4,0.125,6
327,1.188934667451442,1,0.6875,0
328,2.3367003367003365,9,0.875,0
329,3.3931312356101304,9,0.8125,0
330,0.33587786259541985,-12,-0.375,0
331,0.5564502875924404,1,0.0625,0
332,1.4894062078272605,-5,0.3125,0
333,0.5410714285714285,-4,0.3125,0
334,0.434072131147541,-6,0.3125,0
335,5.9342560553633215,7,0.875,0
336,0.8213861386138613,-2,-0.125,0
337,0.30011527377521613,-4,0.375,0
338,5.119011750527267,18,1.375,0
339,1.354117952714991,5,0.625,0
340,0.17864030858244936,-10,-0.23529411764705888,0
341,0.17010005885815185,-9,-0.2941176470588236,0
342,1.0244107744107744,10,0.4117647058823529,0
343,0.1935276967930029,-17,-0.5882352941176471,-2
344,0.8879626693245141,4,0.3529411764705882,0
345,2.6630851880276287,7,1.0588235294117645,0
346,1.1367395156526876,-12,-0.3529411764705883,0
347,6.103087799867062,16,1.2352941176470589,0
348,1.8304685999615902,1,0.5294117647058824,0
349,8.338048090523339,10,0.823529411764706,0
350,4.455702779942842,16,1.176470588235294,0
351,1.1423751686909582,6,0.5882352941176471,0
352,0.7254889071487264,-8,0.0,0
353,0.2781639344262295,-6,0.4117647058823529,0
354,1.2550768303705935,10,0.5882352941176471,0
355,2.055363321799308,-7,0.05882352941176461,0
356,0.18715295448119876,-12,-0.3529411764705883,0
357,0.258019801980198,-13,-0.7058823529411764,0
358,1.2240634005763689,4,1.0588235294117645,0
359,4.2326530612244895,8,0.9411764705882352,0
360,0.1744555620953502,-12,-0.2222222222222221,0
361,0.871879671997463,-8,0.16666666666666674,0
362,0.8731645416641489,6,0.38888888888888884,0
363,1.1674980813507292,6,0.5555555555555556,0
364,0.9410409064720568,-3,0.33333333333333337,0
365,0.20003616200578592,-17,-0.611111111111111,0
366,1.2836700336700337,9,0.5555555555555555,0
367,9.523809523809524,15,1.2777777777777777,0
368,4.09923213230951,1,0.5,0
369,1.0311953352769678,-1,0.05555555555555558,0
370,1.1716262975778546,5,0.38888888888888895,0
371,1.3300994275384153,8,0.38888888888888884,0
372,0.15280979827089336,-10,0.38888888888888884,0
373,5.786099865047233,10,1.1111111111111112,0
374,4.334183673469388,11,1.1111111111111112,0
375,0.23554424653661296,-5,-0.2777777777777777,0
376,0.29405940594059404,-16,-0.9444444444444443,0
377,0.859911665367628,2,0.33333333333333337,0
378,2.7267050123253904,6,0.7222222222222222,0
379,0.6835409836065574,-7,0.33333333333333337,0
